$GPGGA,000002.799,,,,,0,0,,,M,,M,,*4D
$GPGSA,A,1,,,,,,,,,,,,,,,*1E
$GPGSV,4,1,13,08,81,227,36,18,59,280,,27,50,144,,10,44,058,13,11,43,287,31,01,33,271,,32,27,116,,22,23,215,*75
$GPGSV,4,3,$GPGGA,171513.092,,,,,0,2,,,M,,M,,*41
$GPGSA,A,1,,,,,,,,,,,,,,,,27,50,144,,10,44,058,*7F
$GPGSV,4,2,13,11,43,287,31,01,33,271,*75
$GPGSV,4,3,13,20,18,052,,14,17,131,,28,16,324,,16,03,182,*73,216,*4E
$GPRMC,171513.092,V,,,,,0.17,113.85,030619,,,N*43
$GPGGA,171514.092,,,,,0,2,,,M,,M,,*46
$GPGSA,A,1,,,,,,,,,,,,,,,*1E
$GPGSV,4,1,13,08,81,227,36,18,59,280,,27,50,144,,10,44,058,2,13,11,43,287,32,01,33,271,,32,27,116,,22,23,215,*76
$GPGSV,4,31,,28,16,324,,16,03,182,*77
$GPGSV,4,4,13,03,03,216,*4E
$GPRM,,N*4D
$GPGGA,171515.092,,,,,0,2,,,M,,M,,*47
$GPGSA,A,1,,,,,,,,,,,,,,,*1E
$GPGSV,4,1,13,08,81,227,36,18,59,280,,27,50,144,,10,44,058,,13,11,43,287,32,01,33,271,,32,27,116,,22,23,215,*76
$GPGSV,4,331,,28,16,324,,16,03,182,*77
$GPGSV,4,4,13,03,03,216,*4E
$GPRM2,299.46,030619,,,N*4E
$GPGGA,171516.092,,,,,0,2,,,M,,M,,*44
$GPGSA,A,1,,,,,,,,,,,,,,,*1E
$GPGSV,4,1,13,08,81,227,36,18,59,280,,27,50,144,,10,44,058,,13,11,43,287,32,01,33,271,,32,27,116,,22,23,215,*76
$GPGSV,4,36,03,182,*77
$GPGSV,4,4,13,03,03,216,*4E
$GPRMC,171516.092,V,,,,,N*4C
$GPGGA,171517.092,,,,,0,2,,,M,,M,,*45
$GPGSA,A,1,,,,,,,,,,,,,,,*1E
$GPGSV,4,1,13,08,81,227,35,18,59,280,,27,50,144,,10,44,058,13,11,43,287,32,01,33,271,,32,27,116,,22,23,215,*76
$GPGSV,4,3,31,,28,16,324,,16,03,182,*77
$GPGSV,4,4,13,03,03,216,*4E
$GPRM10,118.89,030619,,,N*47
$GPGGA,171518.092,,,,,0,2,,,M,,M,,*4A
$GPGSA,A,1,,,,,,,,,,,,,,,*1E
$GPGSV,4,1,13,08,81,227,35,18,59,280,,27,50,144,,10,44,058,13,11,43,287,32,01,33,271,,32,27,116,,22,23,215,*76
$GPGSV,4,3,,03,182,*77
$GPGSV,4,4,13,03,03,216,*4E
$GPRMC,171518.092,V,,,,,,N*41
$GPGGA,171519.092,,,,,0,3,,,M,,M,,*4A
$GPGSA,A,1,,,,,,,,,,,,,,,*1E
$GPGSV,4,1,13,08,81,227,35,18,59,280,18,27,50,144,,10,44,054,2,13,11,43,287,32,01,33,271,,32,27,116,,22,23,215,*76
$GPGSV,,131,,28,16,324,,16,03,182,*77
$GPGSV,4,4,13,03,03,216,*4E
$GP0.15,118.06,030619,,,N*4B
$GPGGA,171520.092,,,,,0,3,,,M,,M,,*40
$GPGSA,A,1,,,,,,,,,,,,,,,*1E
$GPGSV,4,1,13,08,81,227,35,18,59,280,19,27,50,144,,10,44,05,32,01,33,271,,32,27,116,,22,23,215,*76
$GPGSV,4,3,13,20,18,0524,,16,03,182,*77
$GPGSV,4,4,13,03,03,216,*4E
$GPRMC,171520.09219,,,N*7A
$GPGGA,171521.092,,,,,0,5,,,M,,M,,*47
$GPGSA,A,1,,,,,,,,,,,,,,,*1E
$GPGSV,4,1,13,08,81,227,35,18,59,280,18,27,50,144,23,10,44,SV,4,2,13,11,43,287,32,01,33,271,,32,27,116,,22,23,215,*76
$GPG14,17,131,,28,16,324,23,16,03,182,*76
$GPGSV,4,4,13,03,03,216,*V,,,,,1.58,183.57,030619,,,N*4E
$GPGGA,171522.092,,,,,0,5,,,M,,M,,*44
$GPGSA,A,1,,,,,,,,,,,,,,,*1E
$GPGSV,4,1,13,08,81,227,35,18,59,280,18,27,50,144,24,10,44,,2,13,11,43,287,32,01,33,271,,32,27,116,,22,23,215,*76
$GPGSV,4131,,28,16,324,23,16,03,182,*76
$GPGSV,4,4,13,03,03,216,*4E
$G.46,185.72,030619,,,N*43
$GPGGA,171523.092,4929.9573,N,00546.6865,E,1,6,1.59,343.6,M,47.6,287,32,01,33,271,,37,31,159,,32,27,116,*7D
$GPGSV,4,3,14,22,236,324,22*78
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,171500546.6865,E,1.07,179.60,030619,,,A*60
$GPGGA,171525.000,4929.9581,N,00546.6867,E,1,6,1.59,344.3,M,47.6,M,,*5C
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$,81,227,35,18,59,280,19,27,50,144,24,10,44,058,25*72
$GPGSV,4,29,,32,27,116,*7D
$GPGSV,4,3,14,22,23,215,22,20,18,052,,14,17,13GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,171525.000,A,4929.82,155.84,030619,,,A*6A
$GPGGA,171526.000,4929.9572,N,00546.6863,E,1,6,1.59,344.6,M,47.6,M,,*52
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$,81,227,35,18,59,280,19,27,50,144,23,10,44,058,25*75
$GPGSV,4,2,271,,37,31,159,,32,27,116,*7D
$GPGSV,4,3,14,22,23,215,21,20,18GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,171526.000,A,4929.70,162.09,030619,,,A*6D
$GPGGA,171527.000,4929.9569,N,00546.6863,E,1,6,1.59,344.1,M,47.6,M,,*5E
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$81,227,35,18,59,280,19,27,50,144,23,10,44,058,25*75
$GPGSV,4,2,271,,37,31,159,,32,27,116,*7D
$GPGSV,4,3,14,22,23,215,22,20,18,,324,24*7E
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,17152546.6863,E,0.80,160.99,030619,,,A*62
$GPGGA,171528.000,4929.9570,N,00546.6863,E,1,6,1.59,344.6,M,47.6,M,,*5E
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$,81,227,35,18,59,280,19,27,50,144,23,10,44,058,24*74
$GPGSV,4,2271,,37,31,159,,32,27,116,*7D
$GPGSV,4,3,14,22,23,215,22,20,18,324,24*7E
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,17152846.6863,E,0.54,149.42,030619,,,A*61
$GPGGA,171529.000,4929.9572,N,00546.6863,E,1,6,1.59,345.4,M,47.6,M,,*5E
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$81,227,35,18,59,280,19,27,50,144,23,10,44,058,24*74
$GPGSV,4,2,9,,32,27,116,*7D
$GPGSV,4,3,14,22,23,215,22,20,18,052,,14,17,13GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,171529.000,A,4929.45,139.38,030619,,,A*68
$GPGGA,171530.000,4929.9573,N,00546.6859,E,1,6,1.59,346.1,M,47.6,,*58
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$GP35,18,59,280,19,27,50,144,24,10,44,058,24*73
$GPGSV,4,2,14,11,4,31,159,,32,27,116,*7D
$GPGSV,4,3,14,22,23,215,22,20,18,052,,147E
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,171530.000,A,,E,0.40,163.49,030619,,,A*64
$GPGGA,171531.000,4929.9573,N,00546.6856,E,1,6,1.59,346.7,M,47.6,M,,*50
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$,81,227,35,18,59,280,19,27,50,144,24,10,44,058,24*73
$GPGSV,4,2,271,,37,31,159,,32,27,116,*7E
$GPGSV,4,3,14,22,24,215,22,20,18,324,24*79
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,17153546.6856,E,0.40,175.13,030619,,,A*62
$GPGGA,171532.000,4929.9574,N,00546.6856,E,1,6,1.59,347.0,M,47.6,M,,*52
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$,81,227,35,18,59,280,19,27,50,144,24,10,44,058,24*73
$GPGSV,4,259,,32,27,116,*7E
$GPGSV,4,3,14,22,24,215,22,20,18,052,16,14,17
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,171532.000,A,4920.34,159.04,030619,,,A*6D
$GPGGA,171533.000,4929.9574,N,00546.6856,E,1,6,1.59,347.0,M,47.6,M,,*53
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$81,227,35,18,59,280,19,27,50,144,24,10,44,058,24*73
$GPGSV,4,2,,271,,39,29,155,,32,27,116,*75
$GPGSV,4,3,14,22,24,215,22,20,18,16,324,24*7E
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,17,00546.6856,E,0.23,164.12,030619,,,A*63
$GPGGA,171534.000,4929.9575,N,00546.6857,E,1,6,1.59,347.2,M,47.6,M,,*56
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$81,227,35,18,59,280,19,27,50,144,24,10,44,058,24*73
$GPGSV,4,2,271,,39,29,155,,32,27,116,*75
$GPGSV,4,3,14,22,24,215,22,20,18,6,324,24*7D
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,17150546.6857,E,0.21,175.71,030619,,,A*63
$GPGGA,171535.000,4929.9575,N,00546.6856,E,1,6,1.59,347.4,M,47.6,M,,*50
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$GSV,4,2,14,11,43,287,31,01,33,271,,39,29,155,,32,27,116,*75
$GP2,20,18,052,15,14,17,131,,28,16,324,23*7A
$GPGSV,4,4,14,16,03,1RMC,171535.000,A,4929.9575,N,00546.6856,E,0.18,180.94,030619,,,A$GPGGA,171536.000,4929.9576,N,00546.6856,E,1,6,1.59,347.6,M,47.6,M,,*52
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$,81,227,35,18,59,280,19,27,50,144,24,10,44,058,24*73
$GPGSV,4,2,271,,39,29,155,,32,27,116,*75
$GPGSV,4,3,14,22,24,215,22,20,18576,N,00546.6856,E,0.18,183.08,030619,,,A*6E
$GPGGA,171537.000,4929.9576,N,00546.6853,E,1,6,1.59,348.0,M,47.6,M,,*5F
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$59,280,19,27,50,144,24,10,44,058,24*70
$GPGSV,4,2,14,11,43,287,5,,32,27,116,*75
$GPGSV,4,3,14,22,24,215,21,20,18,052,15,14,17,
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,171537.000,A,4920.15,205.82,030619,,,A*68
$GPGGA,171538.000,4929.9576,N,00546.6853,E,1,6,1.59,348.1,M,47.6,M,,*51
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$,81,227,36,18,59,280,19,27,50,144,24,10,44,058,24*70
$GPGSV,4,255,,32,27,116,*75
$GPGSV,4,3,14,22,24,215,20,20,18,052,15,14,17
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,171538.000,A,49,0.11,188.99,030619,,,A*6F
$GPGGA,171539.000,4929.9577,N,00546.6853,E,1,6,1.59,348.2,M,47.6,M,,*52
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$,81,227,36,18,59,280,19,27,50,144,24,10,44,058,24*70
$GPGSV,4,2,271,,39,29,155,,32,27,116,*75
$GPGSV,4,3,14,22,24,215,20,20,18,16,324,22*79
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,17N,00546.6853,E,0.09,153.63,030619,,,A*65
$GPGGA,171540.000,4929.9579,N,00546.6853,E,1,6,1.59,348.3,M,47.6,M,,*53
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$81,227,36,18,59,280,19,27,50,144,24,10,44,058,24*70
$GPGSV,4,2,271,,39,29,155,,32,27,116,*75
$GPGSV,4,3,14,22,24,215,20,20,18,6,324,22*79
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,17150546.6853,E,0.07,54.11,030619,,,A*58
$GPGGA,171541.000,4929.9581,N,00546.6855,E,1,6,1.59,348.4,M,47.6,M,,*54
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$,18,27,50,144,24,10,44,058,24*71
$GPGSV,4,2,14,11,43,287,31,01,27,116,*75
$GPGSV,4,3,14,22,24,215,20,20,18,052,15,14,17,131,,2,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,171541.000,A,4929.9581,.96,030619,,,A*53
$GPGGA,171542.000,4929.9582,N,00546.6855,E,1,6,1.59,348.4,M,47.6,M,,*54
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$,81,227,36,18,59,280,18,27,50,144,24,10,44,058,24*71
$GPGSV,4,2,271,,33,29,207,,32,27,116,*7B
$GPGSV,4,3,14,22,24,215,21,20,18,16,324,21*7B
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,17,0.23,62.52,030619,,,A*5C
$GPGGA,171543.000,4929.9584,N,00546.6857,E,1,6,1.59,348.5,M,47.6,M,,*50
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$,81,227,36,18,59,280,18,27,50,144,24,10,44,058,24*71
$GPGSV,4,2,271,,33,29,207,,32,27,116,*7B
$GPGSV,4,3,14,22,24,215,22,20,1816,324,21*7B
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,17100546.6857,E,0.29,56.80,030619,,,A*5B
$GPGGA,171544.000,4929.9587,N,00546.6857,E,1,6,1.59,348.7,M,47.6,M,,*56
$GPGSA,A,3,11,08,18,28,22,27,,,,,,,1.82,1.59,0.88*0A
$,59,280,20,27,50,144,24,10,44,058,23*7E
$GPGSV,4,2,14,11,43,28707,,32,27,116,*7B
$GPGSV,4,3,14,22,24,215,22,20,18,052,16,14,17
$GPGSV,4,4,14,16,03,182,,03,03,216,*76
$GPRMC,171544.000,A,49E,0.32,41.39,030619,,,A*51
